Curah Hujan
3.5
1.7
99.5
0.0
30.6
0.0
23.0
8.0
1.0
34.5
117.0
12.0
50.5
28.3
22.5
12.7
0.0
0.0
2.5
10.0
0.0
4.6
8.2
0.0
3.3
1.6
1.6
0.8
0.0
0.0
0.0
6.3
7.2
19.0
3.5
144.0
38.3
71.9
33.3
28.0
7.0
0.0
7.6
6.1
15.9
1.0
38.0
6.0
22.0
26.6
27.0
51.9
7.5
15.6
1.5
1.5
51.8
76.5
0.0
13.0
1.4
5.1
1.0
8.2
0.0
26.8
7.5
1.8
2.6
3.0
0.0
7.7
10.6
9.6
25.2
30.2
37.7
12.5
6.1
1.5
37.1
1.5
8.5
26.2
12.3
13.5
2.1
5.2
2.4
0.0
1.3
8.7
1.6
32.0
1.0
1.5
0.8
0.8
0.0
0.2
0.0
0.0
0.0
0.0
0.0
0.0
0.0
9.5
3.6
4.8
1.2
7.2
0.0
23.0
7.7
10.2
0.0
2.6
0.0
0.0
5.8
1.2
14.2
32.5
1.4
0.0
3.6
9.0
15.8
6.7
2.0
0.0
0.7
0.2
0.0
0.1
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
7.3
11.2
21.8
15.6
30.1
24.0
76.3
4.0
0.0
1.0
0.0
0.0
0.0
10.0
0.0
40.0
0.0
5.0
0.0
78.0
26.0
34.7
0.0
11.6
0.0
8.0
0.0
20.5
30.0
14.0
1.6
4.0
13.0
5.7
0.0
4.1
10.2
0.5
4.5
8.0
6.2
4.8
2.8
0.0
0.0
7.0
19.5
8.5
0.0
4.2
2.1
3.2
2.7
2.9
2.8
6.1
15.5
12.5
40.5
1.5
13.5
33.5
2.0
0.2
0.7
0.0
13.9
35.2
19.6
13.5
11.7
2.0
6.8
4.4
5.6
3.4
3.0
0.0
1.0
0.3
0.0
0.3
0.3
0.6
0.3
0.0
0.7
0.0
2.5
0.5
11.9
43.0
1.5
4.0
19.2
5.0
66.5
9.5
21.7
10.4
10.7
0.0
8.0
17.0
4.5
10.8
7.6
6.1
4.6
0.0
2.3
0.8
1.0
0.0
0.3
0.0
1.5
1.4
4.2
0.0
8.9
2.5
4.3
1.5
13.7
8.5
40.5
7.5
3.2
14.9
22.4
34.0
37.6
46.0
28.3
25.2
1.2
8.8
3.3
0.0
14.9
5.0
51.2
16.2
36.0
34.5
43.5
7.5
23.2
16.4
18.6
8.8
0.0
0.0
19.5
20.8
58.5
5.0
70.4
35.2
3.5
62.0
34.1
46.8
1.3
89.6
36.5
44.2
18.7
32.0
6.0
3.7
18.5
4.0
3.0
1.3
0.0
0.0
0.0
5.1
5.4
15.3
1.0
5.4
2.1
0.0
5.5
1.6
18.2
6.6
6.2
0.0
0.0
8.9
11.9
26.8
29.4
30.4
49.6
15.8
19.6
126.4
34.3
4.0
1.0
19.0
70.3
26.9
6.0
21.5
13.8
12.0
6.7
0.9
0.0
7.5
9.7
21.5
10.4
10.6
0.0
5.3
2.7
4.0
4.4
3.7
6.5
0.0
0.0
0.0
5.9
7.9
17.8
8.6
0.0
2.9
0.0
26.8
58.6
77.5
130.0
23.5
57.6
2.8
101.4
71.8
80.0
14.5
16.8
3.5
52.3
20.4
24.0
5.5
17.8
15.0
13.7
8.2
74.0
94.1
200.0
98.9
2.5
34.8
2.9
19.5
8.3
31.9
0.0
0.0
0.7
0.7
2.0
0.0
0.0
0.0
9.5
4.6
7.4
1.5
0.0
0.5
0.0
0.2
0.0
0.1
0.0
29.2
112.5
4.2
46.5
12.7
0.0
0.0
0.0
0.0
10.8
10.8
32.5
0.0
0.0
0.0
0.0
12.2
0.0
49.0
0.0
16.3
0.0
4.1
0.0
0.0
0.0
0.0
0.0
11.2
45.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2.8
0.0
11.0
2.5
0.0
1.3
0.4
0.0
0.1
9.5
0.0
37.8
13.0
0.8
6.2
8.0
3.1
0.2
1.1
0.3
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.1
0.0
0.5
0.2
0.0
0.1
0.0
0.0
0.0
5.3
5.3
15.8
0.0
20.0
13.0
0.0
5.0
2.0
1.8
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
6.5
2.2
2.2
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
10.0
66.0
18.3
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.2
8.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.2
6.2
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2.5
9.2
2.7
9.0
0.0
0.0
0.0
0.0
0.0
26.0
0.0
0.3
0.1
3.3
0.0
12.7
6.4
6.3
4.2
0.0
1.1
0.0
0.0
0.0
0.0
0.8
3.0
0.0
0.8
0.0
0.0
0.1
0.0
0.5
1.5
10.4
25.5
14.2
4.8
0.0
0.0
0.0
0.1
0.1
0.3
0.0
0.0
0.5
5.5
1.0
0.0
2.9
20.2
7.3
6.0
0.0
23.0
6.5
1.2
7.5
10.5
0.0
0.0
0.0
0.0
5.4
0.0
21.8
14.7
0.5
36.4
1.0
3.1
10.4
7.0
30.5
16.6
29.0
0.0
9.9
3.6
0.8
4.8
4.0
11.0
3.0
4.7
1.9
0.0
0.0
39.0
12.9
8.4
4.1
18.1
6.3
53.7
30.0
34.8
21.4
20.8
0.0
6.9
2.3
0.0
3.4
0.0
11.4
13.6
14.8
29.5
4.5
6.5
2.5
2.6
1.5
0.0
10.4
0.5
126.0
8.7
38.0
82.8
8.8
8.2
6.0
2.0
1.0
9.4
0.0
24.7
7.7
0.0
6.0
8.9
29.5
0.0
15.5
12.4
5.5
28.5
0.0
2.5
0.0
11.5
0.0
1.0
13.0
29.5
11.8
0.0
0.0
0.0
1.3
11.0
2.5
0.0
1.0
2.0
0.6
0.9
0.5
0.0
1.5
0.7
5.0
0.0
0.0
0.0
0.0
10.6
6.5
35.7
0.0
0.0
0.0
0.0
0.7
0.0
2.9
75.0
52.2
0.8
58.0
0.1
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.6
0.0
2.2
0.0
0.0
0.0
24.1
6.8
3.2
0.0
1.1
0.3
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.7
0.7
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.2
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
12.7
0.3
50.5
0.0
6.3
6.5
0.0
47.5
15.2
1.0
0.0
0.3
0.0
10.2
1.5
39.1
0.0
1.4
9.7
0.0
0.0
2.0
1.6
6.5
0.5
2.0
0.0
2.7
6.0
6.2
7.4
9.9
4.5
0.1
0.5
4.7
13.6
5.3
0.5
2.5
5.5
8.0
9.8
16.0
14.2
0.0
31.0
0.0
29.0
19.0
14.0
0.0
2.0
3.5
9.0
21.5
15.5
16.1
7.9
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.8
7.0
0.0
2.1
1.5
0.0
0.0
0.0
5.0
3.1
7.3
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.0
0.0
4.0
1.0
0.0
0.0
0.0
27.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.8
134.9
45.2
60.0
0.0
15.0
0.0
0.0
5.9
0.0
5.1
14.9
0.0
0.0
29.6
9.9
0.0
8.0
12.0
10.2
2.4
0.0
0.0
0.0
0.0
1.9
6.5
1.0
0.0
5.7
0.1
1.4
0.0
0.0
0.0
0.0
4.5
9.8
8.2
37.5
69.4
9.7
6.0
4.4
3.8
3.1
1.0
1.0
0.0
0.0
11.6
24.9
0.0
0.0
0.0
3.1
5.4
7.0
12.3
5.3
6.2
4.5
2.8
0.0
21.0
6.2
0.5
3.1
2.5
0.0
1.0
1.6
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4.5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.6
2.5
0.0
0.0
2.1
0.0
2.6
3.5
5.2
1.8
8.8
6.8
0.5
0.0
0.0
23.8
9.0
29.1
110.3
0.3
44.7
4.6
0.0
0.0
0.0
8.0
8.5
21.0
5.0
2.0
2.0
25.0
4.0
5.0
7.3
13.0
10.2
11.6
14.9
12.9
23.0
2.0
2.0
6.0
7.3
14.0
8.1
6.8
3.0
2.0
2.5
2.5
4.5
3.0
10.0
81.0
